Gene Name,KO1,WT1,KO3,WT3
Ercc6l,3.302194,0.213372,4.429555,0.215859
Erf,26.241272,5.78511,29.632427,6.1654
Erg,5.213261,0.136826,7.18489,0.62297
Ergic1,38.050957,17.405235,57.007549,16.759716
Ern1,12.550966,0.903644,27.759176,2.760902
Errfi1,38.072124,8.517301,43.120197,11.38396
Esco2,29.34584,4.037658,39.738865,5.49323
Esd,113.495583,5.32024,116.929993,5.517724
Esf1,45.200615,14.547253,47.951904,13.600903
Espn,215.495377,14.754428,369.789886,32.717705
Esr1,2.381165,0.509228,11.428232,1.773785
Esrp1,11.009505,5.01112,19.921606,3.689054
Esx1,45.095314,10.600319,49.551994,6.80751
Esyt3,20.496338,2.746078,50.246346,3.956358
Etd,92.17453,4.746183,95.489639,5.689162
Etfa,165.439301,12.967556,156.843353,25.31769
Etl4,21.975063,1.01828,61.163685,2.449368
Etnk2,90.898949,2.509726,177.533752,8.848741
Ets1,4.496435,0.203597,6.4585,0.31799
Ets2,4.031437,0.536289,5.548054,0.796894
Etv4,3.342491,0.267248,4.481631,0.235158
Etv5,18.766491,1.566277,44.257,5.293847
Etv6,6.189956,1.776777,12.092557,2.360822
Eva1b,18.342068,0.8142,24.421118,4.526914
Evc2,3.931434,0.724463,8.096871,1.52789
Evi5,26.053328,7.576939,45.446243,10.503457
Evl,103.517616,9.882647,128.366562,16.654339
Evpl,4.297507,0.728235,6.227552,1.247306
Evx1os,0.564748,0.035672,0.788028,0
Exoc1,42.484379,14.50759,77.919876,18.509518
Exoc3l,54.710182,3.077513,84.913506,6.874189
Exoc4,20.434378,3.056856,33.910301,5.867794
Exoc5,13.736139,3.830948,19.587978,5.15959
Exoc6,9.376143,1.714898,17.085567,2.583863
Ext1,2.75452,0.356941,4.572894,0.705449
Ext2,92.485718,8.477263,102.574394,13.557124
Extl1,2.921581,0.205365,8.892786,0.721114
Extl3,5.701783,1.441563,15.024138,3.32187
Ezh1,35.269184,10.258972,52.385685,18.305
F11r,42.239079,3.558676,70.20369,8.324137
F13a1,10.592095,0.829098,6.33913,0.865358
F2rl3,1.285817,0,2.03065,0
F3,32.727776,1.957964,24.094652,2.16034
F730043M19Rik,1.58976,0.11554,4.725017,0.181306
F8,0.3922,0.142478,1.787582,0.19428
F8a,3.432956,0.790178,5.157214,0.603911
Fabp5,35.593693,0.813832,50.121521,3.726899
Fads1,74.128265,5.079587,203.088394,30.931305
Fads2,217.831665,11.483775,515.045593,74.046219
Fads3,4.968627,0.623093,12.921569,3.036157
Fah,8.89587,1.482837,19.717167,2.861454
Fam102a,53.881031,6.566414,128.566986,9.800279
Fam102b,2.390876,0.794216,4.398702,0.916696
Fam107a,1.85163,0.243827,4.113118,0.173724
Fam110c,1.062412,0.204076,1.253345,0.153298
Fam120a,47.009579,9.64237,95.177505,13.964546
Fam120c,1.149502,0.047788,4.449488,0.399826
Fam122b,3.04438,0.243773,6.473926,0.523617
Fam124a,2.227009,0.178194,3.600055,0.403636
Fam160a1,3.091244,0.161418,4.688284,0.761349
Fam168a,8.41794,2.973777,17.186563,4.3508
Fam168b,39.63517,8.947105,67.281143,18.268507
Fam171a1,7.246792,0.471954,15.864819,1.369555
Fam174c,31.796743,10.607275,28.75276,6.999571
Fam189a2,36.1745,4.574347,49.681625,3.638361
Fam189b,11.897096,2.489335,13.101502,1.285342
Fam199x,1.603933,0.125682,3.571247,0.182933
Fam20c,1.417521,0.08945,2.29631,0.231843
Fam210a,5.072038,1.559281,11.400454,2.175751
Fam210b,16.092953,2.373718,31.114546,4.987877
Fam214b,14.748868,5.21599,25.743633,6.916553
Fam219b,22.931681,6.800774,28.294643,8.220516
Fam222a,18.929777,2.239443,39.971569,3.87912
Fam241b,14.956441,1.950501,14.016884,2.23805
Fam3a,8.320914,0.524567,13.172238,1.428314
Fam3c,23.81778,0.926241,34.027111,1.951757
Fam43a,1.642473,0,1.788767,0.209977
Fam50a,22.379318,0.751861,26.909243,3.009202
Fam78b,0.85968,0.0418,1.088272,0
Fam83f,2.593901,0.220574,5.956354,1.079607
Fam83g,8.287312,0.946887,10.805567,1.435499
Fam90a1b,7.641001,0.837545,9.689597,1.098505
Fam91a1,38.579308,8.057442,62.520523,12.637434
Fan1,4.096688,1.43594,11.759454,2.050542
Fance,24.00136,1.878216,36.916431,3.431301
Fas,5.331319,0,2.867842,0.3153
Fasn,72.640556,9.343617,165.399307,24.199236
Fat1,12.769232,2.149557,56.086594,5.195057
Fbh1,41.464359,7.484167,55.869843,11.897585
Fbl,274.055878,40.625702,221.693863,37.406456
Fbln1,23.38348,0.784453,27.237625,1.00902
Fbln5,2.379548,0.904993,4.466718,1.031623
Fbn1,1.799538,0.207749,3.363408,0.766118
Fbrsl1,103.775185,7.696609,192.631119,18.196815
Fbxl19,82.898605,35.468472,158.521179,47.998966
Fbxl2,5.46202,1.282323,7.181506,1.357342
Fbxl4,7.637264,1.810867,13.712102,2.756156
Fbxl6,58.63694,4.348044,67.357758,6.79552
Fbxl8,3.607558,0.717985,2.55217,0.533892
Fbxo10,6.252069,0.463666,13.859179,0.950394
Fbxo11,47.169388,14.348927,64.060638,20.29995
Fbxo16,2.436484,0.372703,4.878896,0.493632
Fbxo17,27.924536,3.167133,46.296585,3.836484
Fbxo21,84.676727,5.179018,191.878967,11.936994
Fbxo27,5.718793,0.716227,17.049198,0.737328
Fbxo31,23.048132,1.465426,36.078701,3.061803
Fbxo32,1.819935,0.149817,2.437056,0.11434
Fbxo41,1.400699,0.093143,3.321356,0.143506
Fbxo47,23.985741,3.109737,33.488152,4.103468
Fbxo6,65.900826,11.263354,60.920677,17.449911
Fbxw11,40.251995,5.886374,65.636032,7.843877
Fbxw2,79.349854,6.562385,77.620598,11.441238
Fcer1g,20.4942,0.478013,14.358541,0
Fcgr2b,5.85064,0.111366,4.313365,0.195578
Fcgrt,34.562927,1.550754,40.795918,6.138014
Fcho1,5.080085,0.645691,7.291886,0.377273
Fcho2,44.057522,11.921603,66.107079,15.391891
Fchsd1,17.586523,2.277428,24.280483,1.770251
Fchsd2,26.170374,7.466216,46.608673,9.342668
Fcrls,5.302868,0.050773,2.537284,0.2612
Fdxr,79.243874,20.206938,157.271912,38.41703
Fen1,59.727711,6.757497,55.309052,3.733118
Fermt2,26.556721,1.239177,40.701069,2.471092
Fes,4.889402,0.326263,3.329303,0.608275
Fez2,29.369827,1.522167,41.946022,2.916506
Fgd1,3.97735,0.101798,9.000538,0.49248
Fgd4,2.660304,0.462477,6.021113,0.592295
Fgd5,3.538318,0.526209,5.275242,1.218576
Fgf13,2.824218,0.190955,5.309578,0.297029
Fgf22,1.361583,0.505658,1.967288,0.19838
Fgfr1,10.888824,0.70481,19.056536,2.0498
Fgfr2,5.899755,0.379463,17.164967,2.460705
Fggy,7.086809,1.093811,13.539065,2.729057
Fgl2,12.007586,1.565628,7.404187,1.835621
Fgr,5.747993,0.401531,6.065313,1.509082
Fh1,52.53838,6.461641,54.648388,8.150264
Fhl1,35.397484,0.427277,57.849491,1.314602
Fhl2,14.640947,1.86177,8.240876,2.016172
Fhl3,9.006413,0.10084,11.714813,1.106822
Figla,5.855448,0.417384,6.850002,0.523149
Firre,13.994752,1.02422,30.353197,3.266858
Fkbp10,16.310261,3.272049,23.294018,4.983225
Fkbp14,19.05167,3.407226,38.728252,4.366251
Fkbp15,19.67473,4.838902,38.41584,5.938998
Fkbp3,86.176353,16.417559,63.734722,12.717303
Fkbp5,62.742096,7.812064,115.671684,17.997282
Fkbp6,438.122131,58.173382,348.035736,73.892838
Fkbp9,37.964939,1.885539,63.247154,5.715129
Flii,65.149544,10.311194,93.817764,19.482378
Flna,16.741138,2.194367,19.843063,4.069338
Flot1,66.184258,15.657279,54.856823,16.808216
Flrt1,2.443331,0.828956,13.109746,0.923924
Flrt2,1.354009,0.390219,4.71939,0.522658
Flvcr2,18.790113,6.627244,44.639378,5.834813
Fmo1,2.580998,0.056314,1.637714,0.309205
Fmo4,0.432794,0,1.93965,0
Fmo5,1.405725,0.114402,2.706269,0.286199
Fmr1,34.807541,2.635536,52.199036,3.376622
Fmr1nb,150.498123,14.062761,73.997765,4.877969
Fn1,23.778025,1.855576,49.547989,3.435005
Fnbp1,11.135586,2.871906,25.448038,6.034221
Fndc3b,12.535255,1.152196,37.811481,3.612272
Fndc4,4.411673,0.366321,9.360085,1.790168
Fndc5,28.32761,1.609345,52.479946,2.51577
Fnip2,7.414845,1.68631,18.595572,5.097218
Focad,11.232925,3.385559,19.809149,5.828019
Folr1,87.132294,5.370986,150.615692,25.745501
Fos,399.611816,16.643593,956.673035,82.327637
Fosb,437.703979,10.919038,676.04895,44.202374
Fosl2,20.887707,0.31258,21.598122,0.519168
Foxd2,2.12999,0.231264,2.720946,0.448954
Foxf1,5.635566,0.181897,7.696752,0.139069
Foxj2,7.566623,1.097821,16.216377,2.809413
Foxj3,31.801323,9.781776,46.286823,11.175838
Foxn2,8.934461,0.768669,17.11804,1.590648
Foxn3,14.310168,1.345029,34.45335,3.004621
Foxn4,2.682744,0.079803,2.503418,0.082974
Foxo1,8.31402,1.095432,16.109343,1.758518
Foxo3,30.6933,1.374459,64.246422,3.458249
Foxo4,6.214666,1.571048,12.92981,2.741917
Foxo6,22.454592,0.620911,34.37289,1.36526
Foxp3,0.111114,0.075187,0.138776,0
Foxp4,22.64146,1.954545,42.10033,3.589407
Foxq1,9.145896,4.017992,18.019417,3.948455
Foxr1,9.930749,1.403912,7.233065,0.9128
Foxred2,2.512696,0.740658,5.331626,1.303707
Fpgs,56.026051,19.189438,57.540474,17.060741
Frmd6,14.686554,1.509606,25.113119,3.116499
Frmpd1,8.875322,0.452513,22.105736,2.06518
Frmpd3,0.934947,0.024914,2.0209,0.086658
Fry,4.598252,1.328292,12.134786,2.529922
Frzb,12.699927,0.734307,23.700598,1.536114
Fsd1,18.887758,1.289551,19.593533,1.822194
Fshr,7.460046,0.066435,15.258461,0.336784
Fst,3.050631,0.069919,3.920841,0.123352
Fstl3,19.824974,3.531758,33.084007,3.648628
Fthl17e,5.584064,0,4.325567,0.632068
Ftl1,961.355774,34.403278,953.793579,95.922783
Ftsj1,16.700552,0.209712,19.453945,0.214084
Fubp1,115.443565,32.665234,150.752182,45.966084
Fubp3,26.628101,7.480412,43.571167,11.423859
Fuca2,14.074755,1.368582,28.130478,2.75452
Fundc1,7.155624,1.090891,11.554684,1.528302
Fundc2,8.89189,0.510768,11.501384,1.538146
Fuom,5.861925,0.403098,5.847574,0.708024
Furin,30.660601,1.08082,78.452728,4.503439
Fut10,4.048579,0.828811,7.787441,1.165687
Fut11,5.711904,1.113457,13.30633,1.884757
Fxyd1,151.597916,8.310252,279.671509,50.752586
Fxyd3,0.422777,0,0.007937,0
Fxyd6,110.646835,3.000299,176.660339,10.544718
Fyb2,14.823092,0.784805,29.272711,2.450686
Fyn,61.997787,2.228062,108.743996,6.424747
Fzd10,0.717189,0.028385,1.780565,0.111937
Fzd3,4.446952,0.908921,7.908213,1.236663
Fzd4,1.39102,0.071294,3.975373,0.66964
Fzd5,4.35386,0.187976,13.264774,0.527974
Fzd7,6.99289,0.044145,18.81188,0.628967
Fzd9,6.307017,0.759428,10.657214,0.951187
G430095P16Rik,0.552308,0,0.792223,0.137678
G530011O06Rik,5.367181,0.041193,6.004816,0.030698
G6pdx,15.902632,0.613966,34.312733,3.02222
Gaa,85.990669,6.763276,125.158714,16.049482
Gab3,3.919017,0,6.086446,0.153753
Gadd45a,67.040726,1.832775,53.27829,5.686869
Gadd45b,183.803192,6.938306,141.061386,7.604302
Gadd45g,190.191528,5.875082,236.972778,20.517683
Gal3st1,24.486748,1.05626,17.099316,0.945506
Galk2,29.628071,20.613604,36.246731,22.963352
Galnt1,48.340908,2.735289,85.21582,5.255245
Galnt11,23.398586,1.95211,29.66223,1.822893
Galnt12,12.283204,0.235942,16.255527,0.787352
Galnt6,6.522884,0.205309,10.674178,0.821775
Galt,19.858423,1.239648,26.45068,4.514351
Gamt,118.851791,0.808655,161.766235,10.961348
Gapdh,35.080757,2.597898,50.244926,4.416296
Gar1,132.516388,39.779705,101.837723,45.573513
Garem2,4.653538,0.602918,5.95257,0.56899
Gart,61.443241,13.984221,110.884453,23.73941
Gas1,4.962536,0.193813,10.444479,0.917458
Gas2l1,209.299011,34.742897,376.476746,46.09758
Gas6,122.007378,6.104234,179.665771,27.558182
Gas7,24.866812,2.061453,59.514606,4.338162
Gask1b,2.091504,0.651627,5.046242,0.660597
Gata1,34.930779,0.514558,50.692032,2.300991
Gata4,38.221935,1.476026,95.624802,8.543162
Gata6,8.952193,1.789631,24.691525,2.723566
Gata6os,4.538508,0.049072,10.433155,0.90038
Gatad2b,19.383572,8.276511,34.57716,10.969465
Gatm,178.763855,6.901533,322.279999,14.175541
Gba,34.228058,3.209771,54.373066,5.546305
Gbp2,10.754641,0.214561,3.765632,0.208356
Gbp3,11.478197,0.395343,6.684516,0.379893
Gbp5,4.367429,0.20174,1.932601,0.211762
Gbp6,5.536112,0.073415,2.513456,0.209775
Gbp7,2.593865,0.112047,3.988367,0.351525
Gbp9,0.45107,0,0.793022,0
Gbx1,0.565523,0.081279,1.013107,0
Gca,37.206547,3.023646,64.255943,5.806159
Gcat,16.291754,0.716334,23.789898,1.572658
Gcdh,12.541341,2.244207,26.775379,4.091662
Gch1,4.524596,0.713554,4.320122,0.652215
Gcnt1,0.477931,0.058107,1.187713,0
Gcnt4,2.930529,0,8.731729,0.492828
Gcsh,59.512405,9.212709,60.871231,12.836211
Gdi1,20.926682,1.465818,31.821711,2.894272
Gdnf,1.404929,0.800594,5.456852,0.27922
Gemin8,8.817805,1.875484,12.470891,1.218232
Gfod2,7.442382,1.39613,12.189415,2.330744
Gfpt2,6.855206,0.450224,7.687411,0.916903
Gfra3,1.439906,0.085782,1.486836,0
Gga2,12.706743,4.98169,20.796696,6.179844
Ggcx,9.56556,0.980509,17.689661,2.21445
Ggh,63.89159,6.720533,53.783031,8.864732
Ggt5,3.11082,0.059828,4.681678,0.785811
Gigyf1,41.558704,15.592976,66.683563,21.042564
Gipc1,49.714546,4.344557,63.079266,7.574533
Gipc3,11.258865,0.356019,25.549219,1.241139
Git2,37.75531,12.039027,46.500717,14.45611
Gja1,53.692764,2.525382,129.614029,9.197906
Gja4,2.997593,0,1.602703,0.165614
Gja6,11.650043,0.607561,19.202188,2.49709
Gk5,6.79556,1.024176,16.37476,1.441861
Gla,9.532368,0.407757,9.619158,0.917288
Glb1l2,10.625412,0.666021,35.025394,5.844997
Glb1l3,40.606476,9.108133,64.590538,10.697031
Glce,14.373248,2.082923,29.256071,3.276689
Glg1,40.001038,5.825733,81.675232,12.962708
Gli1,2.587706,0.170817,1.081058,0
Gli2,0.744082,0.087744,1.941355,0.105456
Gli3,2.226159,0.185205,5.654725,0.337279
Glis1,5.639049,0.513534,8.124706,0.644015
Glis3,1.69548,0.674434,4.967262,0.602724
Glmp,9.132924,1.277343,17.512524,3.013823
Glrx,10.598392,0.844597,20.724184,2.449742
Glrx5,34.734982,10.018702,32.537762,12.673008
Gls,35.352337,10.968757,54.924553,17.924795
Gltp,22.626001,2.755019,25.79681,5.248872
Glud1,49.541348,5.746835,68.190926,10.24949
Glul,220.021622,59.257744,448.637329,98.755516
Gm10052,31.491596,3.392395,26.876677,4.342507
Gm10053,38.869308,2.436667,37.934738,2.811223
Gm10143,2.103019,0.112334,3.45125,0.073788
Gm10252,7.430539,0.078713,8.669606,0.883446
Gm10282,39.163052,3.668148,25.704504,3.346989
Gm10425,0.861103,0.057682,0.610809,0
Gm10439,7.078546,0.295333,6.416719,0.470225
Gm10451,3.235899,0.092435,9.333576,0.455194
Gm10501,1.270321,0.221604,0.581915,0
Gm10535,1.878129,0,2.077392,0.157387
Gm10550,1.803194,0.303507,3.275465,0.18991
Gm10575,3.452779,0.976265,5.534476,1.266395
Gm10605,1.819951,0.073686,3.193227,0.173
Gm10686,0.490778,0.027446,0.418837,0.125499
Gm10702,0.028364,0,0.040614,0
Gm10925,10364.36914,3322.507324,6398.025879,2101.066406
Gm11131,0.530379,0.30016,0.987536,0
Gm11175,5.737375,0,5.983197,0.126628
Gm11586,0.441654,0,1.526238,0
Gm11613,2.118016,0.178548,2.687368,0.261887
Gm11615,0.245169,0.091233,1.478121,0
Gm11626,0.43151,0.143632,0.732627,0
Gm11706,1.572919,1.436805,3.630667,1.71641
Gm12184,36.801342,5.088361,32.188725,6.147471
Gm12224,1.035514,0.860603,0.86422,1.781466
Gm12359,2.357809,1.099365,4.152748,1.690526
Gm12473,3.713928,0.132457,6.805047,0.141592
Gm12758,2.887362,1.880778,5.087857,1.422212
Gm12868,0.262781,0,1.387965,0.168631
Gm12999,0.932302,0.316035,0.930226,0.774584
Gm13061,0.153754,0,0.744378,0
Gm13091,3.435809,0.298819,9.53818,0.393863
Gm13231,4.763579,1.991904,6.575383,2.530074
Gm13375,6.752934,0.124914,11.680089,0.717037
Gm13563,10.495731,9.986717,23.728939,14.940473
Gm13878,2.073891,0.267124,2.63845,0.238882
Gm14024,0.055807,0.036307,0.193463,0
Gm14150,15.974903,6.660773,17.006598,7.618982
Gm14226,25.039721,3.017648,67.657684,6.936319
Gm14453,1.112909,0,5.742862,0.302702
Gm14569,77.5755,3.498496,287.530457,14.325161
Gm14790,0.869182,0.050794,5.615402,0
Gm14820,0.086876,0.080603,0.607778,0.475224
Gm14858,1.106189,0,3.880848,0
Gm15091,4.415263,0.428911,3.190959,0.168995
Gm15097,4.976148,0.456686,5.253303,0.529428
Gm15191,3.579392,0.070991,1.77137,0.192404
Gm15262,9.999347,0.887447,16.078966,0.828846
Gm15270,1.934202,0,2.619688,0
Gm15337,0.753559,0.053627,1.024981,0
Gm15387,149.210861,29.937111,127.002129,22.040215
Gm15459,192.429749,10.595152,186.536026,21.7885
Gm15518,0.15622,0.115872,0.302078,0.378551
Gm15567,1.875755,0.10894,2.094981,0.327727
Gm15663,0.615073,0.059673,1.196702,0
Gm15726,2.863103,0,5.635437,0.098037
Gm15728,13.077077,2.669159,11.423165,3.840482
Gm15753,1.846589,0,3.542925,0.213831
Gm15868,1.128416,0.413712,1.660696,0.357895
Gm15956,1.006209,0,0,0
Gm15958,0.332344,0.094226,1.202902,0
Gm15964,2.532191,0.946507,3.209313,0.984035
Gm16124,2.918641,1.542351,2.258328,0
Gm16156,0.394587,0.073527,0.205421,0.073519
Gm16170,2.200849,0.426381,6.23447,0.549349
Gm16184,1.038518,0,5.619797,0.208016
Gm16477,17.643404,10.869113,9.830021,15.286594
Gm16573,0.088412,0,0.117641,0
Gm16599,1.07762,0.429698,1.205013,0.803775
Gm16984,0.194012,0,0.520073,0
Gm17024,5.221957,0.331728,9.50564,0.138106
Gm17042,0.672014,0,1.258999,0
Gm17077,0.073748,0.026438,0.589995,0
Gm17110,1.119833,0.135228,0.971191,0.081345
Gm17133,0.208947,0,3.316116,0
Gm17201,34.87941,2.759489,25.855888,3.785954
Gm17259,1.086741,0.532516,1.05924,0.536798
Gm17266,1.377088,0,7.67507,0.286401
Gm17322,1.020764,0,1.413409,0
Gm17334,6.678082,0.02713,15.064838,1.294043
Gm17491,8.484059,1.273924,7.793869,1.154729
Gm17509,0.037593,0,0.002016,0
Gm17737,7.172362,0.195939,6.632313,0.562436
Gm18273,3.483306,0.254141,3.455262,0.187672
Gm18336,9.126781,0.021641,14.334106,0.783311
Gm19437,0.207954,0,0,0
Gm20402,0.015462,0,0,0
Gm20483,0.180474,0,0.245848,0
Gm20536,0.008033,0,0,0
Gm20559,5.792358,0.38851,18.78788,2.533965
Gm20661,0.142636,0,0.719151,11.720818
Gm20721,0.128713,0.026428,0.631475,0.066299
Gm2155,0.022917,0,0.163961,0.014371
Gm21781,4.163872,0.912982,7.819187,0.855871
Gm2448,0.683468,0,4.874434,0
Gm25835,24.136641,1.958791,15.388527,0.015692
Gm26542,1.537855,0.121029,1.819187,0.254069
Gm26590,1.185904,0.568246,2.117659,0.393667
Gm26602,0.072165,0,0,0
Gm26616,0.556105,0.037091,1.713825,0.251499
Gm26756,0.242462,0,0.581177,0
Gm26800,5.280358,1.293502,6.399108,1.462908
Gm26811,0.40738,0.10409,1.142511,0.202189
Gm26868,1.820014,0.106239,2.73403,0.184257
Gm26885,1.49024,0.09067,1.827283,0.314827
Gm27029,6.663382,6.215356,7.295061,5.188351
Gm28437,8473.007812,2616.761963,6194.942383,2065.561523
Gm28551,0.264444,0,0.291631,0.665102
Gm28592,0.043415,0,0,0
Gm28661,12855.50977,4369.958008,7549.276855,3032.588135
Gm28875,17.848448,0.843234,16.627436,0.450398
Gm29050,15.540584,3.86172,1.38093,653.65741
Gm29202,0.125684,0,0,0
Gm29216,18807.26367,4159.995117,9134.984375,3236.804932
Gm29233,0.215552,0,1.580214,0.155081
Gm29237,0.75277,0.453772,3.434348,0
Gm29246,6.758538,0,5.946016,0
Gm2a,244.64444,50.706558,395.095642,73.313766
Gm30239,2.356342,0.180081,4.675257,0.165848
Gm31834,0.158258,0,0.351289,0.040432
Gm32443,5.456251,0,17.938799,0.73444
Gm33023,0.137432,0.083369,0.624819,0
Gm3362,31.367979,13.903399,35.351177,17.083385
Gm3376,6.980047,0.162018,9.880604,0.295568
Gm34086,0.270915,0.091023,0,0
Gm34684,2.024488,0,12.973581,0.233098
Gm35315,0.547459,0,1.737669,0.128597
Gm35460,5.867778,0.216245,7.4799,0.635405
Gm35533,12.681088,0.6794,45.663292,3.861057
Gm36279,0.382234,0.063938,0.241195,0
Gm36283,0.763647,0,1.101304,0
Gm371,2.850017,0.259491,7.795722,0.648385
Gm37264,0.331271,0.06268,0.934414,0
Gm37422,4.582436,2.040869,5.731911,1.242779
Gm37795,2.72615,0.068547,8.971391,0.656789
Gm37905,0.306531,0.11015,0,0.119843
Gm38058,0.037769,0,0.48242,0
Gm38316,1.05608,0.054368,1.427122,0
Gm3880,49.606922,1.322513,49.359943,4.773975
Gm40578,0.492156,0.209747,1.713005,0.148487
Gm41,12.817208,0.807876,11.606628,0.721722
Gm41293,0.522409,0.22294,0.5089,0.693883
Gm41609,1.768051,0.665037,5.108838,0.825399
Gm41611,1.34498,0.041923,3.807884,0.232063
Gm41664,0.385153,0,1.097862,0
Gm42047,7.469482,0.547994,15.780002,2.616682
Gm42413,0.178516,0,0.118886,0
Gm42585,3.377805,0.1097,2.261959,0.09421
Gm42789,2.728793,1.272626,2.538229,3.384494
Gm42815,0.748108,0,0.57377,0
Gm42829,1.511612,0.131591,1.434435,0.103583
Gm42901,0.057529,0,0.045981,0
Gm42917,1.158923,0.276024,1.806747,0.677655
Gm42928,0.430333,0,1.324879,0.054819
Gm42929,2.718075,0.075277,3.185491,0.081704
Gm42941,0.565796,0,3.092618,0.245031
Gm43075,0.07269,0.038913,0.160894,0.051176
Gm43305,16.743202,0.84468,37.59565,4.767904
Gm43372,0.599316,0.444577,1.12474,0.713195
Gm43401,0.135641,0,0,0
Gm43566,11.446135,2.563452,15.186851,2.489607
Gm43597,2.143113,1.24328,3.620912,0.523867
Gm43684,0.488907,0.058507,0.975126,0
Gm43777,1.7027,0,0.327047,0.174353
Gm44040,0.525763,0,0.085595,0
Gm44148,1.11758,0,0,0
Gm44250,3.739262,0.430171,11.485949,2.05188
Gm44616,0.637533,0.074766,2.157115,0.182223
Gm44618,0.263656,0,1.380505,0.015151
Gm44732,0.084635,0,0.332509,0
Gm44769,0.30624,0.251375,4.153753,0.112014
Gm44878,2.725803,2.308302,4.747775,1.358806
Gm44985,0.90226,0.845212,1.19303,0.759581
Gm44995,0.536727,0,0.638415,0
Gm45053,0.998651,0.225459,1.802019,0.596186
Gm45091,0.230947,0.071728,0.851541,0
Gm45278,0.048656,0,0.288077,0.055497
Gm45613,5.803699,0.042257,8.224686,0.407354
Gm45716,9.193094,0.245959,7.083744,0.592452
Gm45889,5.521018,0.211067,19.924692,0.871568
Gm45890,1.258766,0.466692,2.22772,1.456045
Gm45902,4.04588,0.197711,7.103615,0.762984
Gm4617,42.170639,3.73839,37.145462,2.6982
Gm4673,11.695362,0.576722,12.127962,1.521301
Gm47064,2.714476,0,3.89842,0.146588
Gm47112,0.414866,0.238428,0.62731,0.166036
Gm47163,6.675441,0.090109,10.723307,0.35333
Gm47283,154.07251,19.358418,122.871719,9.625352
Gm47547,8.677195,0.30299,18.163095,1.429357
Gm4779,36.110775,5.472387,39.065353,4.930613
Gm48226,2.580858,0.579502,4.227691,0.43673
Gm4846,1.4563,0.295389,5.774319,0.412013
Gm48488,0.046698,0,0.303531,0
Gm48583,11.420549,0.155304,14.43879,2.805233
Gm48597,0.030464,0,0,0
Gm48604,2.794402,0.715898,3.644892,0.33552
Gm48796,3.678351,2.036854,5.260659,3.024802
Gm48933,1.683519,0.199427,1.59544,0.226312
Gm49032,0.768083,0,0.714466,0.522637
Gm49083,2.599999,0.144476,6.330425,0.744774
Gm49172,11.948678,0.513981,10.424723,0.525787
Gm49417,2.129654,1.761019,2.694414,1.644099
Gm49484,0.380542,0.037858,2.257421,0.169521
Gm49602,2.799998,0.303705,2.416575,0.186207
Gm49668,1.276186,1.214336,1.601664,1.934831
Gm49759,12.27447,0.872196,24.439753,1.379094
Gm49774,10.162107,3.155947,19.524761,5.47502
Gm49801,0.087323,0.038805,0.067396,0.124629
Gm49937,0.446069,0,1.143113,0
Gm50068,0.197605,0.003451,0,0
Gm50115,0.01616,0,0.050038,0
Gm50321,5.693922,0.723184,15.07477,1.41115
Gm50462,3.128463,0.226248,3.466256,0.079525
Gm50475,13.760119,0.181272,41.386562,0.693133
Gm5096,8.748404,1.070739,36.103954,5.11515
Gm5518,53.10606,5.882857,42.503185,7.384087
Gm5559,94.877357,5.322988,114.67527,10.905502
Gm5751,5.532175,0.323199,3.461361,0.479654
Gm5784,0.930642,0,1.901428,0.082029
Gm6038,6.746284,0.266903,7.400681,0.396263
Gm6136,219.142181,57.867805,115.868164,75.55191
Gm6215,4.001,0.300404,6.277813,0.246216
Gm6228,3.559346,0.195471,5.88237,0.246857
Gm6277,0.548845,0,0.724315,0.06539
Gm6382,3.822098,0.117275,4.96249,0.781382
Gm648,18.861406,0.586603,28.282368,0.78271
Gm6665,41.0387,2.244901,101.966011,8.640022
Gm6980,0.32499,0,0.562091,0
Gm715,6.859452,0,11.625628,0.903429
Gm7324,15.213166,11.68271,13.689253,21.419069
Gm7367,27.333443,5.256194,26.873968,6.767869
Gm7972,47.209461,5.233728,60.805405,2.448886
Gm8550,0.78047,0,2.462622,0.265505
Gm8566,49.116108,7.221156,29.198715,7.171169
Gm9112,131.460541,3.48176,114.459869,5.267003
Gm9523,0.358488,0.252507,1.349545,0.397018
Gm960,12.768127,4.946275,13.325068,3.289377
Gm9616,6.696817,0.213877,9.515567,2.263209
Gm9800,39.139454,5.125395,70.434067,9.057985
Gm9910,0.695756,0.445162,1.495093,0.448617
Gm9929,0.518468,0.155166,1.942201,0.184654
Gm9988,0.821331,0.294256,0.973422,0.808958
Gmds,23.97961,4.198191,20.645269,3.127441
Gmeb1,8.494191,3.757227,12.86767,3.422515
Gmeb2,17.333483,6.52159,28.469706,7.120645
Gml,533.560974,152.468536,359.105103,125.457146
Gml2,318.248505,82.995628,192.58754,54.331383
Gna14,10.68039,0.396709,18.655825,1.401428
Gnai1,15.645732,1.121093,27.692009,1.762446
Gnai2,397.552582,48.394905,380.774384,58.665649
Gnai3,102.878075,33.673176,116.017334,40.835972
Gnaq,14.957961,3.08313,21.332869,4.625546
Gnas,507.461395,30.570131,613.424622,54.954693
Gnb4,3.734907,0.283473,4.615634,0.38982
Gnb5,12.040171,0.606411,16.389351,2.756687
Gne,6.235257,0.160906,14.676622,1.502835
Gng12,34.283531,3.628162,63.180618,5.211255
Gng3,2.437777,2.340374,4.313245,3.181325
