Gene Name,KO1,WT1,KO3,WT3
Gm9903,3.709411,45.944496,6.026579,48.408894
Gm9924,0.266279,1.684709,0.524593,3.095274
Gm9936,0,5.088592,0.027132,14.307281
Gm9937,0.419247,8.609542,0.059546,5.030031
Gm9974,0.377793,2.722332,1.147253,0.833575
Gm9979,0,2.631646,0,1.965206
Gm9999,0,216.02037,0,121.488869
Gmcl1,117.197617,342.298889,112.709068,343.816559
Gmnn,86.313042,149.523453,70.265587,121.22319
Gmppa,45.994019,80.36692,58.356987,90.790695
Gmps,32.759693,96.066429,36.217602,84.157074
Gnal,0.150562,5.756028,0.205427,6.98638
Gnao1,14.714133,59.628906,23.581154,85.551826
Gnb1l,9.349654,40.913216,7.917223,36.193016
Gng10,7.956504,89.84185,11.315404,57.627548
Gng8,0.780086,5.825528,1.519341,3.530483
Gnl1,135.004074,189.805237,119.01017,208.530594
Gnpat,126.696228,218.822845,151.415314,269.802155
Golga1,13.256986,33.252563,23.248587,42.725891
Golga3,29.635872,75.104622,48.894505,113.431053
Golga4,73.258644,212.900406,138.226685,252.935074
Golga7b,0.498971,4.343292,0.290771,3.23719
Golph3l,13.30148,29.038187,20.747694,25.589502
Gon4l,28.161255,40.791916,55.207912,61.895855
Gopc,14.664922,37.57946,23.688347,40.582211
Gorasp1,11.76032,22.93664,18.447613,28.083422
Gorasp2,120.556938,355.493683,119.593826,297.344971
Got1l1,22.026043,76.358459,19.126139,47.548935
Gp5,0.118053,2.356063,0.161346,1.650984
Gpank1,38.829926,84.712097,34.749428,69.428848
Gpat3,0.972173,10.456133,0.686592,7.03345
Gpat4,32.951473,127.897675,44.156139,125.691223
Gpatch2,16.612144,55.393867,29.480478,68.779152
Gpc1,2.594568,13.897448,5.050574,15.185596
Gpd2,1.306018,42.624722,2.702115,37.12112
Gpr108,38.376095,61.208717,44.369675,75.24575
Gpr137,76.661911,183.943192,89.38102,233.688599
Gpr137b-ps,7.938669,12.805138,15.10949,12.701207
Gpr15,0.049729,2.57984,0,1.280027
Gpr158,0,0.142408,0,0.162435
Gpr160,13.94017,267.345825,18.280733,264.427307
Gpr162,2.474962,12.380079,3.167553,15.869558
Gpr179,0.801834,2.341079,1.484991,3.254967
Gpr19,15.774645,62.027416,17.627886,55.13451
Gpr31c,0,0.884463,0,1.00535
Gpr62,0.359239,43.04726,0.558396,38.442604
Gpr65,0.629091,1.766348,0.097386,1.235459
Gpr68,0.446744,9.080677,0.894359,8.56964
Gpr89,6.645787,15.278271,13.147142,16.127907
Gps2,176.15947,262.964294,134.558151,281.905487
Gpsm2,16.780632,29.626402,19.90275,26.43856
Gpx4,404.77475,1637.557251,361.771179,1587.98584
Gpx4-ps2,94.990662,377.481354,85.217529,315.676666
Gpx6,0.152606,12.92827,0,5.274493
Gramd1b,27.994581,110.507118,129.656296,168.670029
Gramd1c,18.859028,117.732094,20.742876,124.354637
Grhl1,5.520951,22.516918,8.128782,24.552401
Grhl2,1.949279,6.311975,3.071339,7.176411
Gria1,0,0.389283,0,0.089634
Gria4,0.330449,6.052196,0.840007,5.342896
Grik1,0,0.498873,0.032158,0.284804
Grik2,0.046848,7.500151,0.012963,10.361496
Grik5,61.005722,144.129074,78.070595,129.629959
Grin2d,8.669008,53.238079,15.808193,69.074257
Grina,232.615677,430.471497,223.756119,450.149689
Grip1,7.035887,31.472376,16.03417,20.295685
Grip1os1,0,8.333348,0.166298,2.777236
Grip1os3,0.374896,6.48717,0.31789,4.912107
Grk3,1.153007,30.2738,1.702894,40.577087
Grk4,34.019733,146.735229,37.04678,134.348648
Grm1,0,3.019048,0,1.964526
Grtp1,4.159738,254.239838,5.297255,270.849945
Gsap,0.227684,2.235658,0.342072,1.354795
Gsc,0,6.898628,0.624955,4.597148
Gsc2,0.280042,9.058349,0.412211,5.246515
Gsdma,0.162678,2.476933,0,2.153142
Gsdmcl1,0.179764,14.292932,0.353732,20.480505
Gsdmcl2,1.339877,66.359589,2.838206,61.426907
Gsdmcl-ps,1.771037,58.638828,3.936185,66.030228
Gsg1,0.617712,436.368408,1.01624,317.845367
Gstm5,301.896637,2769.619141,268.106873,2471.109131
Gsto2,67.490402,299.993896,53.005825,254.233292
Gstt3,10.660839,90.123276,14.627343,85.863487
Gstt4,4.692106,135.434067,3.364717,77.726555
Gt(ROSA)26Sor,16.192728,62.965313,17.482042,42.498169
Gtdc1,33.076576,51.744442,30.042023,59.859295
Gtf2a1l,42.001945,355.581055,40.091354,296.794647
Gtf2e2,166.494949,388.602081,127.996201,310.804169
Gtf2i,100.698959,164.178085,142.362701,230.768951
Gtf2ird1,19.235142,39.20116,21.30505,42.635273
Gtf2ird2,8.762527,29.02157,14.634375,29.984138
Gtf3c4,17.843197,34.23222,23.611065,44.941666
Gtsf1,172.189102,462.99762,117.406349,358.575867
Gtsf1l,0,174.476059,0.150365,113.084084
Gtsf2,3.042048,137.294586,1.489194,61.456604
Gucy2g,0.307684,1.669381,0.377045,2.08248
Guk1,54.76466,96.731628,58.863384,86.135338
Gykl1,9.997858,378.167084,13.217323,284.768738
Gzmn,0,18.228788,0,10.414792
H1f7,0.039085,138.908417,0,87.614922
H2ab3,1.557192,10.094588,0.322337,4.55652
H2ac20,0.390632,4.510382,0.888997,16.862658
H2ac21,0,5.246438,0,7.211913
H2al2a,0,92.37014,0,41.058296
H2al3,0.358692,15.061677,0.143383,8.098576
H2ap,0,50.114578,0.185443,20.413141
H2bc21,1.94124,44.854153,5.239362,47.539406
H2bl1,0,97.592041,0.192967,37.311466
H2bu1-ps,1.616877,11.597119,1.529686,18.441189
H2-DMb1,2.110931,15.103646,1.265547,10.737239
H4c1,4.571009,21.139868,1.548089,13.3406
Habp4,19.548233,51.722271,23.272402,31.908356
Hacd1,30.336401,105.777504,25.655722,85.875053
Hadha,112.526512,170.717621,136.991821,213.273422
Hagh,125.422707,466.265289,109.292419,476.180023
Haghl,40.704414,71.181038,29.333706,79.561264
Haglr,0.201078,11.477437,0.53079,6.929104
Hap1,14.537635,80.998802,18.579544,88.665802
Hapln2,0.39461,7.51405,0.90822,5.801446
Haspin,10.20166,422.22937,14.159494,463.211426
Haus1,78.661484,304.290131,49.020046,193.51384
Haus4,124.682678,218.46991,111.988022,219.828629
Hbs1l,84.830421,136.972626,85.596207,125.686768
Hcfc2,78.196007,117.47007,75.418564,123.477745
Hcrt,0.174481,3.629818,0.321643,7.434291
Hdac11,7.673546,18.171104,8.502707,14.313366
Hdgf,280.958466,475.113922,242.041809,461.243103
Hdgfl1,50.54493,401.172119,50.257374,417.229553
Hdlbp,138.080109,205.29097,222.250946,344.616058
Heatr4,0,12.438605,0,13.024453
Heatr9,0,10.651437,0.235342,4.249393
Hectd4,14.519795,44.240387,40.10807,69.515053
Hecw1,0,1.171218,0.051916,1.257149
Hemgn,0.029856,11.967271,0,7.507977
Hemk1,31.119268,46.065723,31.663092,47.391472
Henmt1,12.031996,72.946892,18.662254,83.391159
Hepacam,4.366195,9.480953,4.902327,9.294646
Hepacam2,4.225698,12.143982,4.479788,14.970322
Herc6,1.48123,26.36742,2.357129,20.706446
Hexim2,9.802403,42.725792,13.477039,40.354477
Hey1,3.760493,6.791395,4.25075,6.652584
Hgh1,18.315382,51.732708,16.494158,46.967079
Hgs,59.808041,145.976791,76.833618,210.692291
Hhatl,4.907704,25.43099,4.278316,18.39945
Hhipl1,0.037744,1.574162,0.247362,2.32504
Hilpda,40.31097,72.643486,31.367821,68.21167
Hip1r,19.54158,26.172737,20.389875,35.89901
Hipk3,20.547792,67.499458,44.476879,104.591522
Hipk4,1.338582,37.371384,1.187937,34.602592
Hjv,0,8.187528,0.121204,6.493264
Hk1,11.352702,241.239731,20.859762,304.77298
Hmcn2,0.116871,4.269013,0.329589,3.989051
Hmga2,0.0887,0.366589,0.441115,0.570596
Hmgb1-rs17,0,19.048346,0,6.567231
Hmgb4,0.022386,192.751358,0,82.259315
Hmgb4os,0,3.341927,0,1.672884
Hmox2,68.297882,268.495636,60.499973,180.153412
Hmx1,55.160156,80.193039,44.224632,93.761475
Hnf1b,0.442859,11.842662,1.188597,9.706704
Hook1,46.177105,89.770287,71.680786,108.386269
Hook2,18.052032,118.650558,22.035479,100.538094
Hopxos,0,0,0.518811,0
Hotair,0,0.755667,0,0.221341
Hoxa3,2.679565,9.446852,3.174025,10.332532
Hoxa4,12.284253,71.881035,7.743423,95.060532
Hoxb5os,0.458048,38.10046,0,30.708849
Hoxb6,0.110367,1.164505,0.313003,1.200984
Hoxb7,0.636496,3.841087,0.897067,3.17856
Hoxd3os1,12.477944,160.713745,10.251029,122.257538
Hoxd8,14.086619,49.220558,20.827581,34.926937
Hpcal4,1.280182,7.536381,1.450678,8.253293
Hps4,17.517504,49.382023,21.408577,59.675087
Hrh2,0,0.442517,0.100341,0.21204
Hrh4,0.707646,5.498698,2.076254,6.10932
Hs3st2,0,2.855566,0,2.557416
Hs3st4,0.042856,2.539326,0.118761,1.279125
Hsbp1,360.052979,869.112488,267.202698,760.107666
Hsbp1l1,1.29762,34.764015,2.10823,35.225689
Hsd17b2,0,1.974082,0.165859,2.007528
Hsf5,129.471634,219.970261,145.208847,189.669754
Hsfy2,0,36.104504,0,19.97069
Hspa12a,12.380674,60.099972,20.343622,73.182022
Hspa1l,1.385935,99.959717,2.580807,62.381931
Hspa2,929.640991,1559.827026,892.977112,1995.105225
Hspa4l,108.413689,209.447906,127.703621,220.840866
Hspb6,47.261295,75.483101,48.823051,85.452919
Hspb7,2.014023,25.286531,2.395757,23.181427
Hspb9,27.490047,1465.141357,11.70429,1287.078491
Htatip2,25.240616,118.739449,33.414841,98.014572
Htr5b,0.125408,10.695004,0,12.264857
Hunk,2.943804,16.036301,4.251876,13.7638
Hyal4,0,1.543841,0.051935,1.472467
Hyal5,0,34.72509,0,20.929174
Hyal6,0.046009,46.089275,0.169704,61.415974
Hydin,2.170178,36.204403,5.874675,65.63414
Hyls1,81.018669,200.732559,81.533226,167.561111
Ica1,5.898293,40.319031,6.758655,19.505016
Ica1l,18.616987,88.767159,14.660141,80.713715
Icam5,0.415187,7.719172,0.817434,8.55368
Ice1,12.32313,15.353741,39.965225,11.024021
Ide,25.283253,137.11734,40.312969,153.875748
Ifi209,0.214362,2.525502,0.234226,1.5554
Ifitm7,0,184.167709,0,146.488647
Ift140,37.450954,278.039398,57.95863,473.890808
Ift172,90.691093,210.873917,122.362991,327.040833
Ift22,65.1558,112.461914,55.398048,125.371078
Ift27,70.366982,101.192955,59.411396,106.22049
Ift43,92.422508,257.466675,70.344589,239.565598
Ift46,49.885124,131.745255,45.951145,135.15918
Ift57,41.690029,64.013947,30.865973,57.448837
Ift74,111.986298,272.060669,84.116234,171.680313
Ift81,71.370308,93.614151,59.054512,76.217026
Igbp1b,11.219654,54.974548,9.594866,43.918507
Igf2bp3,10.335549,44.785473,12.165383,52.412056
Ighv1-84,0,6.897173,0,5.026145
Igkv4-63,0,5.011416,0,5.353021
Igsf9,3.688428,10.341021,6.140395,7.928092
Il11,0.390083,2.522389,0.316147,1.966765
Il13,0.135197,1.589097,0,1.865335
Il17b,0,0,0,0.098363
Il1bos,0.809067,9.674307,1.288754,4.689091
Il21,0.436776,1.296329,0.349166,2.040944
Il31,0.687981,31.81053,0.435133,28.7507
Il33,0.143482,5.306457,0.666074,5.852013
Il3ra,29.379696,73.501617,32.892975,58.638412
Il4i1,3.367871,134.393219,4.471197,172.01709
Immp2l,10.782896,106.509338,9.532898,94.961159
Impg2,0.06292,0.9877,0.105185,1.247293
Inafm2,17.243031,42.352314,26.5485,44.006729
Inava,1.26648,26.479111,1.807371,24.216703
Ino80c,59.377941,87.402092,65.060081,92.647499
Ino80e,93.375916,172.54921,89.11573,171.890381
Inpp5a,35.297672,64.626198,41.879066,65.702202
Inpp5d,4.018571,14.74881,3.758687,23.32225
Inpp5e,9.855175,44.948849,17.837191,63.605415
Inpp5k,42.725327,124.162247,56.684906,145.593689
Insl6,26.365849,391.718781,16.115107,302.514099
Insyn2b,0.066345,0.506548,0.063591,0.445786
Ints10,41.957188,125.704376,44.612293,130.943771
Ints13,97.149536,143.168243,91.092171,125.446205
Ip6k1,48.416409,85.259491,79.543709,110.879013
Ipo13,33.826939,123.103981,40.87677,143.311447
Ipo4,110.645912,198.108322,113.990326,197.631577
Ipo5,190.35202,356.216309,205.083649,410.414368
Iqank1,12.910571,111.250221,26.72744,104.519035
Iqca,0.781761,9.366296,0.95242,6.98727
Iqca1l,0.626134,37.450005,0.444931,28.614223
Iqcc,13.400751,53.216923,15.914882,65.871147
Iqcd,14.888283,127.650513,17.938477,112.988464
Iqce,17.717312,60.178337,30.385397,83.113396
Iqcf1,0,64.092293,0,28.187616
Iqcf4,0,90.174973,0,43.001747
Iqcf5,0.719989,66.181908,0,41.46516
Iqcf6,0,12.375075,0,7.752799
Iqcg,33.573841,89.870125,28.933495,80.695938
Iqch,12.760023,102.314857,17.470163,129.962692
Iqck,25.062532,48.392193,21.609142,46.982475
Iqcm,0,27.151262,0,15.186871
Iqcn,0.59477,44.244915,0.755791,57.714596
Iqgap1,10.706161,25.792614,19.971888,33.460606
Iqub,6.961874,71.969009,8.346836,65.950424
Irak1bp1,40.592232,113.104286,33.290813,85.39357
Irak3,9.988753,59.199497,14.057642,75.350906
Irgc1,0.621447,339.500458,0.825383,206.298523
Irx2,1.195117,10.588851,2.188746,12.206203
Irx5,2.379893,11.89733,3.564478,11.082332
Isca1,80.776901,218.740601,82.599594,174.727173
Isg20,4.151634,23.518805,5.134314,21.375366
Isoc2a,30.482559,54.192631,41.981392,52.97908
Itga1,0.832579,3.486838,0.992048,3.449419
Itga4,0.244737,1.12441,0.513903,1.092232
Itgad,0.309851,8.272502,0.710107,7.719953
Itgae,0.619502,54.348461,0.664172,39.223534
Itgb1bp1,22.943329,162.536652,22.080549,143.315033
Itgb3bp,24.034161,84.470032,12.116835,47.705498
Itpr3os,0,18.545891,0,10.440418
Itprip,0.831626,35.203075,0.717229,57.669125
Itsn2,21.011761,21.18339,40.445602,9.964309
Izumo1,0.835912,34.879543,1.171381,20.979183
Izumo2,0,84.435677,0,50.653889
Izumo3,0,43.318909,0,19.514252
Izumo4,68.036438,369.272308,68.414085,296.819855
Jhy,6.518664,61.954102,8.188042,53.797516
Jph2,1.426327,6.901058,2.348921,9.263112
Jph3,2.138032,5.094188,2.265648,6.635056
Jph4,0.716679,4.447501,1.39711,4.232478
Jpt1,340.790863,840.092712,276.517761,668.521179
Jrk,5.676292,13.32833,7.965785,19.892899
Junos,2.407971,4.975251,4.606363,5.024004
K230015D01Rik,0.382266,0.590683,0.484777,0.902779
Kank3,20.188572,178.25737,30.729996,130.078873
Kat5,52.856762,135.639206,64.299553,159.417114
Kat7,131.845932,221.361465,174.3022,339.85556
Kat8,60.799519,142.15535,61.831722,157.180481
Katnal1,16.783539,75.753212,29.767242,97.141647
Katnal2,46.022823,133.486237,40.430031,130.005692
Katnb1,48.296364,110.924202,48.152878,136.436066
Kbtbd11,0.396052,11.74967,0.769626,10.605865
Kbtbd12,0.274707,2.559868,0.116303,1.387475
Kbtbd4,10.125333,12.761998,23.5725,16.593931
Kbtbd7,14.404815,21.918934,25.514248,31.925789
Kbtbd8,7.271351,16.024157,12.835198,20.24551
Kbtbd8os,1.145377,13.469349,0.317863,4.566811
Kcmf1,100.131668,205.18277,107.805305,212.542725
Kcnab2,2.576312,11.141468,3.566117,13.225752
Kcnc1,0.028618,2.27958,0.042254,1.993903
Kcnc2,0.425128,6.280753,0.394042,7.296429
Kcne3,0,53.935825,0,36.923798
Kcng1,0.26406,17.39592,0.406646,18.907782
Kcng4,2.187501,21.167078,5.056079,30.443918
Kcnip2,0.547899,4.589598,1.202275,4.560277
Kcnip4,0.657738,13.755328,1.832319,8.088035
Kcnj6,0,3.358107,0,3.702303
Kcnj9,1.101454,114.463913,1.798876,152.214447
Kcnk10,0.010234,5.17042,0.013755,5.515333
Kcnk12,0,1.358741,0.127721,1.878601
Kcnk2,1.660431,5.307118,1.836297,8.822677
Kcnmb3,0.090024,4.626852,0.163178,4.311342
Kcnmb4,5.031867,141.672653,4.722252,122.223267
Kcnmb4os1,0.27393,221.656113,0.302402,180.200867
Kcnmb4os2,2.736164,47.355869,1.94109,34.646126
Kcnn1,1.03568,4.576304,2.190099,3.260191
Kcnn3,0.07256,2.460955,0.343035,2.00234
Kcnq1,0.050682,0.878607,0.164258,0.977617
Kcnq2,0.102923,1.535817,0.165169,1.063447
Kcnq3,0.079557,3.017834,0.062338,4.307557
Kcnu1,0.977925,19.347179,0.681182,18.736906
Kctd16,0.257182,15.514125,0.057831,10.336245
Kctd19,275.746948,391.814575,295.540192,533.461365
Kctd9,31.321022,70.229073,37.556461,67.521851
Kdm2b,33.585453,57.402027,51.148518,104.78643
Kdm4d,11.68564,130.370895,20.70801,144.697739
Keap1,18.741615,36.650887,30.29348,62.177475
Kif16bos,0,6.278102,0,6.846108
Kif17,3.934675,62.296272,6.876521,64.891533
Kif19a,1.071982,40.094501,2.115074,38.311325
Kif21b,2.472634,8.031128,6.174318,11.935837
Kif27,12.867698,83.316772,18.973,79.303154
Kif2a,65.825012,137.062592,57.083015,134.035492
Kif2b,0.686499,152.492783,0.467664,104.925545
Kif2c,48.894932,91.749413,54.41547,78.458656
Kif3a,58.217243,89.374313,68.793999,97.224884
Kif3b,37.917088,137.152344,58.948174,157.474564
Kif4-ps,8.962873,63.766575,9.089601,48.749165
Kif6,5.431118,17.512262,10.963887,24.284214
Kif9,25.755024,268.655121,30.822165,306.424225
Kifc3,19.537319,39.388855,39.540462,60.959831
Kiz,81.377655,244.213028,82.816681,235.742035
Kl,0.046548,2.440036,0.100451,2.15886
Klf17,0.10253,7.306803,0.304726,6.570236
Klhdc3,167.337494,444.875305,178.331345,510.58847
Klhl10,0.196178,97.981956,1.170696,75.514763
Klhl18,7.25961,15.348735,13.082211,21.222828
Klhl25,6.587256,33.2286,12.032124,38.914478
Klhl3,0.976405,5.301029,1.40571,5.479086
Klhl32,0.552971,4.491031,1.319561,2.438607
Klhl35,3.988983,22.586226,4.721416,21.905228
Klhl41,0.214141,4.164234,0.237543,2.056551
Klhl8,15.007576,26.63616,19.049603,31.139635
Klk1b7-ps,0,3.743646,0,4.592835
Klk2-ps,0.033015,0.879806,0,1.635338
Klrb1,0,9.434488,0,3.781571
Knop1,16.15062,47.790272,25.249743,46.413925
Knstrn,4.772324,23.934944,6.16955,15.825768
Kpna4,60.742546,84.751106,67.459419,87.03347
Kpna6,31.119427,64.581711,60.42244,85.40239
Krba1,23.135027,92.92511,46.989716,107.712311
Krcc1,96.103828,237.202286,86.09259,165.222778
Kri1,31.795544,59.813473,34.339207,72.305542
Krt10,5.018675,12.19645,4.321228,6.228619
Krt77,0.025698,1.440293,0.176637,1.671952
Krt78,0,1.414587,0.033112,1.549073
Krt8,1.109143,21.44149,0.754414,16.555668
Krt88,0,73.751198,0,46.917854
Ksr2,0.031628,0.40306,0.08541,0.652484
Kxd1,108.150772,168.725555,84.349052,175.992126
Ky,0.178905,1.178439,0.110032,1.644176
L3mbtl1,0.450773,2.789137,1.391256,4.323588
Lactbl1,0.132336,1.356854,0.113588,0.949082
Lamb3,0.208469,1.540961,0.123432,1.789508
Lamp5,0,5.839804,0,4.528898
Lancl1,85.750458,194.421707,69.034103,210.581055
Lancl2,61.077049,241.080139,65.83577,275.516754
Larp1,92.936996,253.274063,164.73259,358.635468
Larp1b,172.797821,501.217041,165.562851,474.961304
Larp6,0.58959,6.767392,0.489547,6.081452
Larp7,245.13147,586.10022,168.977768,437.150757
Lat2,2.247879,20.800055,1.219035,18.651352
Lca5l,61.060799,233.794083,70.526115,247.439301
Lcorl,10.535529,34.837494,17.772291,39.866901
Ldha,123.747948,1617.864868,121.068207,1671.009155
Ldhal6b,95.09935,1275.282715,111.706978,42.455524
Ldha-ps2,0.391609,6.814325,1.081982,7.419565
Ldhc,394.31958,6284.744629,365.9133,5856.652344
Ldlrad2,0.051063,4.012645,0.13472,3.130337
Lef1,9.093552,143.398666,9.265938,117.330147
Lef1os1,0.746524,49.125576,1.246129,46.083435
Lekr1,10.351959,36.686581,11.521385,32.599266
Lelp1,0,67.663292,0,37.218826
Lemd1,0,26.696707,0.169205,13.393451
Letm2,44.792606,164.55481,46.703278,167.543091
Lexm,0.220914,8.211761,0.655492,4.452578
Lgals8,16.538565,102.83165,23.645224,114.744148
Lgi1,0,0.773982,0.050627,0.748193
Lgr5,0.136574,0.990149,0.221548,0.371366
Lgr6,2.59181,5.502243,3.594521,5.978612
Lhb,0,0.694585,0,0.398362
Lhfpl3,0.143442,4.159373,0.221932,3.028719
Lias,54.813122,76.593933,50.720741,78.867729
Lig3,58.154732,111.495018,95.376869,165.988663
Lig4,3.878685,20.483175,6.796151,20.677652
Limch1,0.559484,4.127798,1.482271,4.791497
Limd1,5.618948,15.799378,13.100841,18.314629
Limd2,98.789207,520.943298,79.568466,645.001404
Lims2,10.453845,36.181431,14.135316,48.152725
Lin52,26.269621,56.684032,29.857098,44.570312
Lin7a,0,108.582863,0,108.144341
Lipe,13.308828,44.27763,18.256838,42.120331
Lipf,0,1.477898,0,0.564098
Lkaaear1,0.966956,181.834076,0.764682,143.873154
Llcfc1,0,144.156174,0,79.184074
Lmbr1l,62.757217,120.508179,83.070282,123.569878
Lmf1,25.858276,126.063843,37.881393,138.5896
Lmnb2,12.473969,50.226273,18.466457,42.597828
Lmntd1,0.492852,16.601002,0.674503,13.079201
Lmntd2,11.214487,52.611313,9.337477,56.99699
Lncbate3,0,2.264511,0,0.393937
Lncbate6,0,1.101586,0,0.805638
Lnx2,6.172108,13.443874,11.673427,16.33717
Loxhd1,0.082929,12.501763,0.060443,16.836111
Loxl1,5.670245,13.101362,7.814148,12.952991
Lpcat2b,0.885154,41.402626,2.100649,35.823002
Lpcat3,75.101105,164.022125,83.749359,183.595078
Lpcat4,15.737626,51.327656,17.085793,55.383678
Lpgat1,17.509779,66.708168,27.996834,99.37989
Lpin1,5.377821,75.296333,11.600801,84.366173
Lpxn,13.008051,111.154228,14.543858,97.48938
Lrguk,13.404037,54.147629,16.265369,58.496071
Lrif1,26.582266,46.270157,30.655737,43.82159
Lrmda,1.291154,9.428514,0.780149,9.70063
Lrp2bp,2.431849,22.362587,3.530646,14.916506
Lrp8os1,0,4.158716,0,1.989724
Lrrc1,13.24476,90.310806,17.460417,77.23439
Lrrc10b,2.388167,15.435626,3.097693,11.34094
Lrrc17,0.888339,3.463696,0.544803,3.701413
Lrrc18,0.2713,150.876572,0.162263,86.754341
Lrrc20,3.202812,4.564678,4.015005,6.923101
Lrrc23,26.346558,302.635498,23.201199,286.996368
Lrrc25,1.446328,10.895223,1.322414,10.415977
Lrrc27,54.549686,521.971802,59.918308,550.46283
Lrrc28,27.082699,109.175285,27.854616,94.137688
Lrrc29,11.933746,92.156342,13.13791,106.521507
Lrrc34,28.700926,247.099121,23.052376,194.238953
Lrrc36,4.62752,93.376007,8.163528,85.558067
Lrrc37a,0.951181,10.539886,1.661528,14.151624
Lrrc43,1.161026,79.508057,2.470625,95.548805
Lrrc46,123.479401,1071.644653,95.980103,855.33905
Lrrc51,49.368469,356.863342,40.390408,239.884674
Lrrc52,0,15.010877,0,12.609138
Lrrc56,48.908966,178.020126,53.340473,216.107742
Lrrc57,9.715411,35.884987,14.712028,25.277143
Lrrc59,82.487495,137.345917,107.145287,206.069916
Lrrc6,25.981146,106.807053,22.083084,87.058601
Lrrc61,18.050968,83.372826,26.996572,116.696007
Lrrc63,2.527507,190.535995,3.460419,156.33873
Lrrc69,0.20773,10.154135,0,5.335885
Lrrc71,19.189774,233.929123,33.056019,239.390671
Lrrc72,0,17.459127,0,10.123061
Lrrc73,39.392368,79.32119,31.430727,74.080215
Lrrc74a,0,34.979683,0,23.463202
Lrrc8b,4.064751,45.409893,11.813612,40.578682
Lrrc9,7.083299,56.197872,14.008983,65.81086
Lrrcc1,25.765018,198.940781,32.626827,146.158524
Lrrd1,0.241958,6.371234,0.107635,2.758797
Lrrfip2,78.684036,218.711166,70.651314,175.34613
Lrriq1,4.006411,25.290134,6.929405,36.319603
Lrriq3,18.724754,132.352341,17.68733,98.70932
Lrriq4,1.558125,29.414543,2.077919,22.754913
Lrwd1,141.567017,306.863892,131.124985,373.563629
Lsm2,210.243378,298.476776,148.116211,239.105286
Ly6g6c,0.255913,11.395,1.501823,6.055194
Ly6g6g,0,5.79645,0,5.609636
Ly6m,1.303414,6.099429,1.345089,3.359996
Ly9,0.274518,2.940759,0.093359,1.316204
Lyar,272.869598,2722.717285,209.443298,2275.923096
Lypd10,191.76268,325.603271,138.485535,288.511475
Lypd4,56.254356,573.598999,47.061466,549.212646
Lypd5,0,1.354057,0,0.724351
Lypd6b,0,1.020155,0,0.592822
Lypd8,0.135601,2.821229,0,3.228122
Lypd9,44.712528,234.442261,31.252071,206.417252
Lyrm1,35.909958,87.946785,29.329491,85.353355
Lyrm7,3.50499,23.788849,2.57824,14.795931
Lyrm9,10.278956,33.8465,12.486852,38.677376
Lyzl1,0,58.279587,0,31.329138
Lyzl4,0,46.626526,0,30.152233
Lyzl4os,0,25.767616,0,13.70291
Lyzl6,0,76.057808,0.820376,49.198242
Lztfl1,36.339245,77.230972,38.772839,67.65239
M5C1000I18Rik,51.625347,82.287781,43.016632,72.338165
Maats1os,0,0.040463,0,0
Macrod1,9.705981,29.447304,12.230029,30.822685
Macrod2,20.248547,59.961468,11.984474,47.409035
Macroh2a3,1.025676,33.412392,2.642891,40.065315
Mad2l2,138.959946,479.635193,110.836975,489.657623
Mael,659.263184,1544.091919,486.994751,1503.869751
Mag,14.028166,31.727192,12.390798,44.42202
Mageb3,2.559949,9.39687,2.690022,9.331694
Mageb5,0,4.954788,0,2.665678
Magi2,1.09226,16.268759,3.609905,18.47513
Mak,19.738897,78.613327,21.633968,86.256371
Mall,0,3.646616,0,3.746181
Mamdc4,0.937296,2.483052,2.108442,3.066248
Man1b1,44.018379,127.770294,68.896339,154.77356
Man2b2,37.039104,108.877083,56.542965,179.589996
Man2c1,53.481586,133.77272,69.668602,129.883804
Map10,22.51881,34.0802,26.256573,41.184933
Map1lc3a,177.661789,344.233459,184.635818,355.806091
Map2,0.936858,14.006031,1.423569,12.125252
Map2k5,34.683281,69.775589,37.165203,81.089394
Map3k20,2.80356,4.786784,4.284188,6.230261
Map4k1,10.708629,57.14954,9.543977,36.363312
Mapk10,3.020684,21.170145,4.344706,23.368282
Mapk11,1.319413,7.71046,1.119138,5.395455
Mapk15,56.383709,311.662109,71.349724,233.58049
Mapk4,0.29557,1.596489,0.59645,2.542287
Mapk8ip2,11.093228,62.297287,13.815123,72.578354
Marchf10,38.154629,661.217957,46.450871,626.426941
Marchf11,14.463221,770.561157,9.881951,721.845215
Marco,0.045325,0.497761,0,0.615665
Mark1-ps1,0,3.080479,0.163279,8.607409
Mark1-ps2,0.163309,31.002249,1.221913,48.688122
Mark2,74.378113,170.162628,118.222313,276.850769
Mars2,14.646424,32.667564,12.954494,26.534805
Mas1,0,13.885654,0.078092,11.039474
Mbd3l1,0,37.763439,0.164618,21.052607
Mblac1,5.510437,10.608194,7.269404,14.990098
Mcat,55.211525,100.777794,57.281281,114.511292
Mccc1os,0.704452,2.767868,0.531521,2.802688
Mcrip1,150.459656,229.24823,116.435318,214.965317
Mcts2,20.126659,52.951469,24.344727,44.10603
Mcub,1.924011,5.952525,0.454385,7.997012
Mdga2,0.087857,1.914178,0.328643,1.672841
Mdh1b,23.860237,220.717178,22.782808,204.807953
Mdm4-ps,0.004787,2.945725,0.021194,1.828764
Me3,0.525693,28.385391,1.656403,31.726807
Mea1,221.916794,882.567078,156.220398,962.415894
Meaf6,35.551941,69.393204,31.546391,64.527748
